Brand,Product Name,Product Type,Category,Gender,Production Year,Profit Margin,Profit Made,Release Price,Wholesale Price,Link to Product Pictures
Versace,Radiant Cushion Foundation,Foundation,Makeup,Women,2021,78.00%,$49.14,$63.00,,https://storage.cloud.google.com/versec-25/Versace%20Radiant%20Cushion%20Foundation%2021.jpeg
Versace,Intense Lash Mascara,Mascara,Makeup,Women,2021,80.00%,$44.00,$55.00,,https://storage.cloud.google.com/versec-25/Versace%20Intense%20Lash%20Mascara%2021.jpeg
Versace,Luminous Skin Tint,Tint,Makeup,Women,2021,77.00%,$63.14,$82.00,,https://storage.cloud.google.com/versec-25/Versace%20Luminous%20Complexion%20Serum%2022.jpeg
Versace,Brow Defining Pencil Eyebrow,Eyebrow,Eyebrow,Women,2021,79.00%,$39.50,$50.00,,https://storage.cloud.google.com/versec-25/Versace%20Brow%20Defining%20Pencil%2021.jpeg
Versace,Velvet Matte Setting Powder,Powder,Bodycare,Women,2021,76.00%,$59.28,$78.00,,https://storage.cloud.google.com/versec-25/Versace%20Velvet%20Matte%20Setting%20Powder%2021.jpeg
Gucci,Signature Lip Liner,Lip Liner,Makeup,Women,2025,83.00%,$24.90,$30.00,,https://storage.googleapis.com/gucci-25/Gucci%20Liner.webp
Gucci,Ultimate Palette Eyeshadow,Eyeshadow,Makeup,Women,2025,81.00%,$48.60,$60.00,,https://storage.googleapis.com/gucci-25/Gucci%20Eyeshadow.jpeg
Gucci,Complete Makeup Set,Makeup Set,Makeup,Women,2025,84.00%,$100.80,$120.00,,https://storage.googleapis.com/gucci-25/Gucci%20Makeup%20Set.jpeg
Gucci,Glittery Mascara,Mascara,Makeup,Women,2024,79.00%,$30.02,$38.00,,https://storage.googleapis.com/gucci-25/Gucci%20Mascara.webp
Gucci,Radiant Lip Tint,Tint,Makeup,Women,2024,76.00%,$27.36,$36.00,,https://storage.googleapis.com/gucci-25/Gucci%20Lip%20Tint.jpg
Gucci,Ultra Bright Eyeshadow,Eyeshadow,Makeup,Women,2024,78.00%,$42.90,$55.00,,https://storage.googleapis.com/gucci-25/Gucii%20Eyeshadow..jpg
Gucci,Bold Lip Crayon Lip,Lip,Makeup,Women,2023,80.00%,$33.60,$42.00,,https://storage.googleapis.com/gucci-25/Gucci%20Lip%20Crayon.avif
Gucci,Luminous Skin Primer,Skin Primer,Makeup,Women,2023,77.00%,$38.50,$50.00,,https://storage.googleapis.com/gucci-25/Gucci%20Primer.webp
Gucci,Satin Finish Bronzer,Bronzer,Makeup,Women,2023,77.00%,$34.65,$45.00,,https://storage.googleapis.com/gucci-25/Gucci%20Bronzer.jpg
Dior,Rouge Lipstick,Lipstick,Makeup,Women,2025,79.00%,$43.45,$55.00,,https://storage.cloud.google.com/dior-25/Dior%20Rouge%20Dior%20Lipstick%20.jpeg
Dior,Show Mascara,Mascara,Makeup,Women,2025,77.00%,$30.80,$40.00,,https://storage.cloud.google.com/dior-25/Dior%20Diorshow%20Mascara.jpeg
Dior,Backstage Foundation,Foundation,Makeup,Women,2025,78.00%,$54.60,$70.00,,https://storage.cloud.google.com/dior-25/Dior%20Backstage%20Foundation.jpeg
Dior,Addict Lip Glow,Lip Glow,Makeup,Women,2025,79.00%,$35.55,$45.00,,https://storage.cloud.google.com/dior-25/Dior%20Addict%20Lip%20Glow.jpeg
Dior,5 Couleurs Palette Eyeshadow,Eyeshadow,Makeup,Women,2025,80.00%,$68.00,$85.00,,https://storage.cloud.google.com/dior-25/Dior%205%20Couleurs%20Eyeshadow%20Palette.jpeg
Dior,Rouge Lipstick,Lipstick,Makeup,Women,2024,76.00%,$28.88,$38.00,,https://storage.cloud.google.com/dior-25/Dior%20Rouge%20Dior%20Lipstick%20.jpeg
Dior,Show Mascara,Mascara,Makeup,Women,2024,77.00%,$52.36,$68.00,,https://storage.cloud.google.com/dior-25/Dior%20Diorshow%20Mascara.jpeg
Dior,Backstage Foundation,Foundation,Makeup,Women,2024,78.00%,$33.54,$43.00,,https://storage.cloud.google.com/dior-25/Dior%20Backstage%20Foundation.jpeg
Dior,Addict Lip Glow,Lip Glow,Makeup,Women,2024,79.00%,$65.57,$83.00,,https://storage.cloud.google.com/dior-25/Dior%20Addict%20Lip%20Glow.jpeg
Dior,Rouge Lipstick,Lipstick,Makeup,Women,2023,77.00%,$40.04,$52.00,,https://storage.cloud.google.com/dior-25/Dior%20Rouge%20Dior%20Lipstick%20.jpeg
Dior,Show Mascara,Mascara,Makeup,Women,2023,75.00%,$27.75,$37.00,,https://storage.cloud.google.com/dior-25/Dior%20Diorshow%20Mascara.jpeg
Dior,Backstage Foundation,Foundation,Makeup,Women,2023,76.00%,$50.92,$67.00,,https://storage.cloud.google.com/dior-25/Dior%20Backstage%20Foundation.jpeg
Dior,Addict Lip Glow,Lip Glow,Makeup,Women,2023,77.00%,$32.34,$42.00,,https://storage.cloud.google.com/dior-25/Dior%20Addict%20Lip%20Glow.jpeg
Dior,5 Couleurs Palette Eyeshadow,Eyeshadow,Makeup,Women,2023,78.00%,$63.96,$82.00,,https://storage.cloud.google.com/dior-25/Dior%205%20Couleurs%20Eyeshadow%20Palette.jpeg
Dior,Rouge Lipstick,Lipstick,Makeup,Women,2022,76.00%,$38.00,$50.00,,https://storage.cloud.google.com/dior-25/Dior%20Rouge%20Dior%20Lipstick%20.jpeg
Dior,Show Mascara,Mascara,Makeup,Women,2022,74.00%,$25.90,$35.00,,https://storage.cloud.google.com/dior-25/Dior%20Diorshow%20Mascara.jpeg
Dior,Backstage Foundation,Foundation,Makeup,Women,2022,75.00%,$48.75,$65.00,,https://storage.cloud.google.com/dior-25/Dior%20Backstage%20Foundation.jpeg
Dior,Addict Lip Glow,Lip Glow,Makeup,Women,2022,76.00%,$30.40,$40.00,,https://storage.cloud.google.com/dior-25/Dior%20Addict%20Lip%20Glow.jpeg
Dior,5 Couleurs Palette Eyeshadow,Eyeshadow,Makeup,Women,2022,77.00%,$61.60,$80.00,,https://storage.cloud.google.com/dior-25/Dior%205%20Couleurs%20Eyeshadow%20Palette.jpeg
Dior,Rouge Lipstick,Lipstick,Makeup,Women,2021,75.00%,$36.00,$48.00,,https://storage.cloud.google.com/dior-25/Dior%20Rouge%20Dior%20Lipstick%20.jpeg
Dior,Show Mascara,Mascara,Makeup,Women,2021,73.00%,$24.09,$33.00,,https://storage.cloud.google.com/dior-25/Dior%20Diorshow%20Mascara.jpeg
Dior,Backstage Foundation,Foundation,Makeup,Women,2021,74.00%,$44.40,$60.00,,https://storage.cloud.google.com/dior-25/Dior%20Backstage%20Foundation.jpeg
Dior,Addict Lip Glow,Lip Glow,Makeup,Women,2021,75.00%,$28.50,$38.00,,https://storage.cloud.google.com/dior-25/Dior%20Addict%20Lip%20Glow.jpeg
Dior,5 Couleurs Palette Eyeshadow,Eyeshadow,Makeup,Women,2021,76.00%,$57.00,$75.00,,https://storage.cloud.google.com/dior-25/Dior%205%20Couleurs%20Eyeshadow%20Palette.jpeg
Versace,Rouge Matte Lipstick,Lipstick,Makeup,Women,2025,85.00%,$68.00,$80.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Rouge%20Matte%20Lipstick%202025.jpeg
Hermès,Satin Glow Foundation,Foundation,Makeup,Women,2025,86.00%,$81.70,$95.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Satin%20Glow%20Foundation%202025.jpeg
Hermès,Radiance Blush,Blush,Makeup,Women,2025,85.00%,$63.75,$75.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Radiance%20Blush%202025shopping.webp
Hermès,Iconic Palette Eyeshadow,Eyeshadow,Makeup,Women,2025,86.00%,$77.40,$90.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Iconic%20Eyeshadow%20Palette%202025.webp
Hermès,Luminous Highlighter,Highlighter,Makeup,Women,2025,86.00%,$73.10,$85.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Luminous%20Highlighter%202025.webp
Hermès,Rouge Matte Lipstick,Lipstick,Makeup,Women,2024,84.00%,$65.52,$78.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Rouge%20Matte%20Lipstick%202025.jpeg
Hermès,Satin Glow Foundation,Foundation,Makeup,Women,2024,85.00%,$79.05,$93.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Satin%20Glow%20Foundation%202025.jpeg
Hermès,Radiance Blush,Blush,Makeup,Women,2024,84.00%,$61.32,$73.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Radiance%20Blush%202025shopping.webp
Hermès,Iconic Palette Eyeshadow,Eyeshadow,Makeup,Women,2024,85.00%,$74.80,$88.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Iconic%20Eyeshadow%20Palette%202025.webp
Hermès,Luminous Highlighter,Highlighter,Makeup,Women,2024,85.00%,$70.55,$83.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Luminous%20Highlighter%202025.webp
Hermès,Rouge Matte Lipstick,Lipstick,Makeup,Women,2023,83.00%,$63.08,$76.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Rouge%20Matte%20Lipstick%202025.jpeg
Hermès,Satin Glow Foundation,Foundation,Makeup,Women,2023,84.00%,$76.44,$91.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Satin%20Glow%20Foundation%202025.jpeg
Hermès,Radiance Blush,Blush,Makeup,Women,2023,83.00%,$58.93,$71.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Radiance%20Blush%202025shopping.webp
Hermès,Iconic Palette Eyeshadow,Eyeshadow,Makeup,Women,2023,84.00%,$72.24,$86.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Iconic%20Eyeshadow%20Palette%202025.webp
Hermès,Luminous Highlighter,Highlighter,Makeup,Women,2023,84.00%,$68.04,$81.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Luminous%20Highlighter%202025.webp
Hermès,Rouge Matte Lipstick,Lipstick,Makeup,Women,2022,82.00%,$60.68,$74.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Rouge%20Matte%20Lipstick%202025.jpeg
Hermès,Satin Glow Foundation,Foundation,Makeup,Women,2022,83.00%,$73.87,$89.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Satin%20Glow%20Foundation%202025.jpeg
Hermès,Radiance Blush,Blush,Makeup,Women,2022,82.00%,$56.58,$69.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Radiance%20Blush%202025shopping.webp
Hermès,Iconic Palette Eyeshadow,Eyeshadow,Makeup,Women,2022,83.00%,$69.72,$84.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Iconic%20Eyeshadow%20Palette%202025.webp
Hermès,Luminous Highlighter,Highlighter,Makeup,Women,2022,83.00%,$65.57,$79.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Luminous%20Highlighter%202025.webp
Hermès,Rouge Matte Lipstick,Lipstick,Makeup,Women,2021,81.00%,$58.32,$72.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Rouge%20Matte%20Lipstick%202025.jpeg
Hermès,Satin Glow Foundation,Foundation,Makeup,Women,2021,82.00%,$71.34,$87.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Satin%20Glow%20Foundation%202025.jpeg
Hermès,Radiance Blush,Blush,Makeup,Women,2021,81.00%,$54.27,$67.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Radiance%20Blush%202025shopping.webp
Hermès,Iconic Palette Eyeshadow,Eyeshadow,Makeup,Women,2021,82.00%,$67.24,$82.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Iconic%20Eyeshadow%20Palette%202025.webp
Hermès,Luminous Highlighter,Highlighter,Makeup,Women,2021,82.00%,$63.14,$77.00,,https://storage.cloud.google.com/hermes-25/Herme%CC%80s%20Luminous%20Highlighter%202025.webp
Prada,Beauty Matte Lipstick,Lipstick,Makeup,Women,2025,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Beauty%20Matte%20Lipstick.webp
Prada,Intense Volume Mascara,Mascara,Makeup,Women,2025,86.00%,$51.60,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Intense%20Volume%20Mascara.webp
Prada,Glow Hydrating Foundation,Foundation,Makeup,Women,2025,84.00%,$50.40,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Glow%20Hydrating%20Foundation.webp
Prada,Precision Brow Pencil,Brow Pencil,Makeup,Women,2025,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Precision%20Brow%20Pencil.webp
Prada,Radiance Setting Powder,Powder,Bodycare,Women,2025,83.00%,$49.80,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Radiance%20Setting%20Powder.webp
Prada,Luxe Satin Lipstick,Lipstick,Makeup,Women,2024,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Luxe%20Satin%20Lipstick.webp
Prada,Waterproof Eyeliner,Eyeliner,Makeup,Women,2024,86.00%,$51.60,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Waterproof%20Eyeliner.webp
Prada,Silk Finish Foundation,Foundation,Makeup,Women,2024,84.00%,$50.40,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Silk%20Finish%20Foundation.webp
Prada,Longwear Concealer Face,Concealer,Makeup,Women,2024,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Longwear%20Concealer.webp
Prada,Blush,Blush,Makeup,Women,2024,83.00%,$49.80,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Velvet%20Blush.webp
Prada,Matte Finish Lip Stain,Lip Stain,Makeup,Women,2023,84.00%,$50.40,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Matte%20Finish%20Lip%20Stain.webp
Prada,Dramatic Lash Mascara,Mascara,Makeup,Women,2023,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Dramatic%20Lash%20Mascara.webp
Prada,Airbrush Liquid Foundation,Foundation,Makeup,Women,2023,83.00%,$49.80,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Airbrush%20Liquid%20Foundation.webp
Prada,Ultra-Fine Brow Gel,Brow Gel,Makeup,Women,2023,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Ultra-Fine%20Brow%20Gel.webp
Prada,Soft Glow Highlighter,Highlighter,Makeup,Women,2023,82.00%,$49.20,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Soft%20Glow%20Highlighter.webp
Prada,Satin Finish Lip Crayon,Lip Crayon,Makeup,Women,2022,83.00%,$49.80,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Satin%20Finish%20Lip%20Crayon.webp
Prada,Lash Defining Mascara,Mascara,Makeup,Women,2022,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Lash%20Defining%20Mascara.webp
Prada,Weightless Serum Foundation,Foundation,Makeup,Women,2022,82.00%,$49.20,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Weightless%20Serum%20Foundation.webp
Prada,Brow Sculpting Wax,Sculpting Wax,Makeup,Women,2022,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Ultra-Fine%20Brow%20Gel.webp
Prada,Ultra-Fine Loose Powder,Powder,Bodycare,Women,2022,83.00%,$49.80,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Ultra-Fine%20Loose%20Powder.webp
Prada,Velvet Matte Lip Pencil,Lip Pencil,Makeup,Women,2021,82.00%,$49.20,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Velvet%20Matte%20Lip%20Pencil.jpeg
Prada,Lengthening Fiber Mascara,Mascara,Makeup,Women,2021,84.00%,$50.40,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Lengthening%20Fiber%20Mascara.jpeg
Prada,Radiant Skin Ed Moisturizer Tint,Tint,Makeup,Women,2021,81.00%,$48.60,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Radiant%20Skin%20Tinted%20Moisturizer.jpeg
Prada,Dual-Ended Brow Pen Eyebrow,Eyebrow,Eyebrow,Women,2021,85.00%,$51.00,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Dual-Ended%20Brow%20Pen.png
Prada,Micro-Pearl Setting Powder,Powder,Bodycare,Women,2021,82.00%,$49.20,$60.00,,https://storage.cloud.google.com/prada-25/L%20Prada%20Micro-Pearl%20Setting%20Powder.jpeg
Chanel,Les Beiges Healthy Glow Foundation,Foundation,Makeup,Women,2024,84.00%,$50.40,$60.00,,https://storage.cloud.google.com/chanel-1-24/Les%20Beiges%20Healthy%20Glow%20Foundation.jpg
Chanel,Le Volume De Mascara,Mascara,Makeup,Women,2024,83.00%,$83.00,$100.00,,https://storage.cloud.google.com/chanel-1-24/Chanel%20Le%20Volume%20de%20Chanel%20Mascara%20Makeup.jpg
Chanel,Les 4 Ombres Eyeshadow,Eyeshadow,Makeup,Women,2024,79.00%,$47.40,$60.00,,https://storage.cloud.google.com/chanel-1-24/Chanel%20Les%204%20Ombres%20Eyeshadow%20makeup.jpg
Chanel,Stylo Yeux Waterproof Eyeliner,Eyeliner,Makeup,Women,2024,81.00%,$48.60,$60.00,,https://storage.cloud.google.com/chanel-1-24/Chanel%20Stylo%20Yeux%20Waterproof%20Eyeliner%20Makeup.jpg
Chanel,Le Vernis Nail Colour,Nail Colour,Makeup,Women,2024,86.00%,$24.08,$28.00,,https://storage.cloud.google.com/chanel-1-24/Chanel%20Le%20Vernis%20Nail%20Colour%20makeup.jpg
Chanel,Le Blanc Whitening Concealer,Concealer,Makeup,Women,2024,79.00%,$43.45,$55.00,,https://storage.cloud.google.com/chanel-1-24/Chanel%20Le%20Blanc%20Whitening%20Concealer%20Makeup.jpg
Chanel,Les Beiges Water-Fresh Tint,Tint,Makeup,Women,2024,82.00%,$57.40,$70.00,,https://storage.cloud.google.com/chanel-1-24/Les%20Beiges%20Water-Fresh%20Tint.jpg
Chanel,Baume Essentiel Multi-Use Glow Stick,Glow Stick,Makeup,Women,2024,89.00%,$40.05,$45.00,,https://storage.cloud.google.com/chanel-1-24/Baume%20Essentiel%20Multi-Use%20Glow%20Stick.jpg
Chanel,Healthy Glow Bronzer,Bronzer,Makeup,Women,2024,84.00%,$42.00,$50.00,,https://storage.cloud.google.com/chanel-1-24/Healthy%20Glow%20Bronzing%20Cream.jpg
Chanel,N°1 De Lip And Cheek Balm,Cheek Balm,Makeup,Women,2024,82.00%,$44.28,$54.00,,https://storage.cloud.google.com/chanel-1-24/N%C2%B01%20De%20Chanel%20Lip%20and%20Cheek%20Balm.jpg
Louis Vuitton,Luxe Lipstick,Lipstick,Makeup,Women,2025,70.00%,$38.50,$55.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Luxe%20Lipstick%202025.jpeg
Louis Vuitton,Radiant Palette Eyeshadow,Eyeshadow,Makeup,Women,2025,68.00%,$57.80,$85.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Radiant%20Eyeshadow%20Palette%202025.jpeg
Louis Vuitton,Allure Foundation,Foundation,Makeup,Women,2025,70.00%,$49.00,$70.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Allure%20Foundation%202025.webp
Louis Vuitton,Iconic Blush,Blush,Makeup,Women,2025,69.00%,$44.85,$65.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Iconic%20Blush%202025.jpeg
Louis Vuitton,Velvet Matte Lipstick,Lipstick,Makeup,Women,2025,70.00%,$42.00,$60.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Velvet%20Matte%20Lipstick%202025.webp
Louis Vuitton,Signature Lipstick,Lipstick,Makeup,Women,2024,70.00%,$35.00,$50.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Signature%20Lipstick%202024.jpeg
Louis Vuitton,Illuminating Palette Eyeshadow,Eyeshadow,Makeup,Women,2024,68.00%,$54.40,$80.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Illuminating%20Eyeshadow%20Palette%202024.jpeg
Louis Vuitton,Perfecting Foundation,Foundation,Makeup,Women,2024,70.00%,$45.50,$65.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Perfecting%20Foundation%202024.jpeg
Louis Vuitton,Radiance Blush,Blush,Makeup,Women,2024,69.00%,$41.40,$60.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Radiance%20Blush%202024.jpeg
Louis Vuitton,Glossy Lip Gloss,Lip Gloss,Makeup,Women,2024,72.00%,$32.40,$45.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Glossy%20Lip%20Gloss%202024.jpeg
Louis Vuitton,Chic Lipstick,Lipstick,Makeup,Women,2023,71.00%,$39.05,$55.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Chic%20Lipstick%202023.jpeg
Louis Vuitton,Dream Palette Eyeshadow,Eyeshadow,Makeup,Women,2023,69.00%,$58.65,$85.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Dream%20Eyeshadow%20Palette%202023.jpeg
Louis Vuitton,Flawless Foundation,Foundation,Makeup,Women,2023,70.00%,$49.00,$70.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Flawless%20Foundation%202023.jpeg
Louis Vuitton,Natural Blush,Blush,Makeup,Women,2023,68.00%,$44.20,$65.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Natural%20Blush%202023.jpeg
Louis Vuitton,Radiant Highlighter,Highlighter,Makeup,Women,2023,70.00%,$42.00,$60.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Radiant%20Highlighter%202023.jpeg
Louis Vuitton,Bold Lipstick,Lipstick,Makeup,Women,2022,70.00%,$35.00,$50.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Luxe%20Lipstick%202025.jpeg
Louis Vuitton,Fusion Palette Eyeshadow,Eyeshadow,Makeup,Women,2022,68.00%,$54.40,$80.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Fusion%20Eyeshadow%20Palette%202022.jpeg
Louis Vuitton,Silk Foundation,Foundation,Makeup,Women,2022,69.00%,$44.85,$65.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Silk%20Foundation%202022.jpeg
Louis Vuitton,Glow Blush,Blush,Makeup,Women,2022,70.00%,$42.00,$60.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Glow%20Blush%202022.jpeg
Louis Vuitton,Shimmer Highlighter,Highlighter,Makeup,Women,2022,68.00%,$37.40,$55.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Shimmer%20Highlighter%202022.jpeg
Louis Vuitton,Classic Lipstick,Lipstick,Makeup,Women,2021,70.00%,$31.50,$45.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Luxe%20Lipstick%202025.jpeg
Louis Vuitton,Prism Palette Eyeshadow,Eyeshadow,Makeup,Women,2021,68.00%,$51.00,$75.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Illuminating%20Eyeshadow%20Palette%202024.jpeg
Louis Vuitton,Elegant Foundation,Foundation,Makeup,Women,2021,69.00%,$41.40,$60.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Flawless%20Foundation%202023.jpeg
Louis Vuitton,Soft Blush,Blush,Makeup,Women,2021,70.00%,$38.50,$55.00,,https://storage.cloud.google.com/luis-vuitton-25/L%20LV%20Natural%20Blush%202023.jpeg
